"DrugBankIDs" "Target.uniprot"
"DB05271" "P35462; P21918; P21917; P14416; P08908; P21728; P10635; P08684; P18089"
"DB05294" "P15692; P00533; P33527; Q9UNQ0; P07949; Q01740; P31513; Q13882; Q02763; P02763; P02768; P08684; O15244"
"DB05316" "P28223; P14416"
"DB05381" "P35367; P25021; Q9Y5N1; P50135; O15244; O15245; O75751; O76082; Q9H3N8; P11712; P08684; Q05940"
"DB05382" "P03915"
"DB05521" "P08684; B0B3C9; P08183; P02768; P02763; Q9Y6L6; O94956; P20815"
"DB05541" "Q7L0J3; P35498; Q9Y5Y9; Q9UI33; Q99250; Q9NY46; P35499; Q14524; Q01118; Q9UQD0; Q15858; Q07699; O60939; Q9NY72; Q8IWT1; P08684; P33261; P20813; P11712"
"DB05630" "P11387"
"DB05773" "P04626; P08183; P08684; P20815"
"DB05812" "P05093; P02768; P02763; P08684; Q06520; P33527; P10635; P10632; P05177; P33261; P11712"
"DB05829" "Q03431; P49190"
"DB05990" "Q96RI1; Q14032; P05177"
"DB06144" "P28223; P28335; P14416; P35348; P35368; P25100; Q12809; P50406; P10635; P08684"
"DB06148" "P35367; P08913; P28223; P28335; P10635; P31645; P08684; P05177; P20813; P23975; Q9H3N8; P08908; P18825; P41595; P30939; P18089; P35462; P41145; Q01959; P34969; P14416; P50406; P35348; P35368; P25100; P21728; P21918"
"DB06151" "Q9Y6L6; ; Q4U2R8; Q03154; O15111; O14920; P48637; Q9UPY5; Q13224; Q05586; Q12879; O15399; Q8TCU5"
"DB06153" "P08172; P11229; P20309; P28223; P41595; P28335; P35367; P08908; P28222; P28221; P35348; P35368; P25100; P08913; P18089; P18825; P36537"
"DB06154" "P69905; P68871; P33402; ; P29474; P05091"
"DB06155" "P21554; P08684; Q9Y2T6"
"DB06174" "Q99720; P11712; P08684"
"DB06176" "P08684; P20815; P08183; Q9NPD5; P04798; P20813; P33261; Q13547; Q92769; P56524; Q9UBN7; P33527"
"DB06196" "P30411; P15144"
"DB06201" "P41594; P23141; Q15858; P02768; P05181; P08684"
"DB06202" "P03372; Q92731; P34972"
"DB06204" "P35372; P41145; P41143; P23975; P46098; O60656; P16662; P10635; P11712; P33261; P31645"
"DB06209" "Q9H244; O00748; P08684; P20813; P11712; P33261; P02768"
"DB06212" "P30518; P08684; P08183; P37288"
"DB06216" "P08908; P28222; P28223; P41595; P28335; P50406; P34969; P08913; P18089; P18825; P35348; P21728; P14416; P35462; P21917; P35367; P25021; P05177; P10635; P47898; P22310; P08684; P08588; P07550"
"DB06228" "P00742; P08684; P51589; P08183; P20815; Q9UNQ0"
"DB06230" "P35372; P41145; P41143; P16662; P35503; Q9HAW9"
"DB06249" "P03372; Q92731"
"DB06262" "P00439; P35348; P35368; P25100; P08913; P18089; P18825; P08588; P07550; P13945; P20711; Q8TF71; P23975"
"DB06267" "O76074; P08684; P20815"
"DB06271" "P05546; P01008"
"DB06274" "P35372; P41145; P41143"
"DB06285" "Q03431"
"DB06287" "P42345; P08684; P20815; P24462; P10635; P08183"
"DB06288" "P14416; P35462; P34969; P28223"
"DB06290" "Q91RS4; P02768; P05177; P08183; Q9Y6L6; Q9NPD5; P08684; Q92887; Q9UNQ0; O94956; Q14973; O95342"
"DB06292" "P31639; P04798; P05177; P11509; P11712; P10635; P08684; O60656; P06133; P16662; P08183"
"DB06335" "P27487; P08684; P20815; P33527; Q6ZQN7; Q8TCC7"
"DB06401" "P03372; ; Q92731; Q9HAW9; Q9HAW8"
"DB06403" "P24530; P25101; P33261; P08684; O60656; P35503; P16662; P08183; Q9Y6L6; Q9NPD5; P20815"
"DB06412" "P10275; P02768; P04278; P16860; P21397; P10635; P18405; P08684; P20815; P24462; Q9HB55"
"DB06413" "P33261; P08684; P05177; P20813; P20815; P11712; Q01959"
"DB06414" "P33261; P11712; P08684; P03366; P04585; P08183; P21439"
"DB06441" "Q9H244"
"DB06589" "P17948; P35968; P35916; P16234; P09619; P10721; P08684; P10635; P10632; P05177; P08183; Q9UNQ0; Q9Y6L6; P22309; P22607; Q08881; P05230; Q9UQQ2"
"DB06594" "P28335; P49286; P48039; P11712; P05177"
"DB06595" "P17252; P35968; P10721; P16234; P09619; P36888; P08684; Q9HB55; P20815; P24462; P05177; P20813; P10632; P11712; P33261; P10635; P05181; P08684; P20815; P24462; Q9HB55"
"DB06603" "P10635; P08684; P08183; Q13547; Q969S8; Q96DB2; Q92769; O15379; P56524; Q9UQL6; Q9UBN7; Q8WUI4; Q9BY41; Q9UKV0"
"DB06626" "P17948; P35968; P35916; P08684; P20815; P05177; P33261; P22309; P08183; Q9Y6L6"
"DB06637" "P05181; Q9NZV8; Q9UK17; Q09470; P22459; P16389; P22001; P22460; P17658; Q96RP8; Q16322; Q14721; Q92953; P48547; Q96PR1; Q14003; Q9NSA2; O15244"
"DB06654" "P27338; P21397; Q9UNQ0; Q9UIG8; P08684; P04798; P05177; P20813; P11712; P10635; P33261; P05181; P20815"
"DB06655" "P43220; P27487; P08473; P02768"
"DB06663" "P30872; P30874; P32745; P35346; P08684"
"DB06689" "P05181; ; P00748"
"DB06691" "P10635; P35367; Q9H015; O76082"
"DB06694" "P08913; P35348; P35368; P25100; P18089; P18825"
"DB06695" "P00734; P08183; P23141; O00748; O60656; P16662; P54855; P16083"
"DB06698" "P35367; Q9Y5N1"
"DB06700" "P08684; P31645; P23975; P10635; Q01959"
"DB06709" "P20309"
"DB06710" "P11511; P20813; P08684; P10275; P46721; Q8TCC7; P02768; P04278; P03372"
"DB06711" "P35348; P08913"
"DB06712" "P08684; P11509; P33261; P10632; P05181; Q13936; P54289; Q08289; Q01668; Q13698; Q8IZS8"
"DB06719" "P22888; P30968; P11511"
"DB06725" "P11712; P23219; P35354"
"DB06736" "P11712; P35354; P23219"
"DB06754" "P01008"
"DB06755" "Q9HAY6; ; P98155; P09455; P50120; P10745; P02753; P82980"
"DB06756" "P06276; O43272; P10415"
"DB06757" "P21399; P50213; P51553; Q15750; P05089; P02787"
"DB06772" "P08684; P20815; P10632; P08183; Q9UNQ0; P68366; Q9H4B7; Q9Y6L6; Q9NPD5"
"DB06774" "P08684; P35354; P05164; P05177; P05181; P21397; P09172; P15104; P06276; Q8NER1; Q99623"
"DB06777" "Q96RI1; Q02318; P08684; P16662; O75469; Q8TDU6; P52895"
"DB06782" "; P05067"
"DB06789" "P06401; P08684; P20815; P33261"
"DB06791" "P30874; P35346; P08684"
"DB06800" "P35372; P41145"
"DB06803" "; P11712; P05177"
"DB06809" "P61073"
"DB06813" "Q05932; P00374; P04818; P41440"
"DB06817" "P22309; Q7ZJM1"
"DB06819" "P95468; P00800; P10635"
"DB06825" "P30968"
"DB08439" "P02788; P35354; P08684; P11712"
"DB08604" "P0AEK4; P9WGR1; O24990; Q81JF8; Q6GI75; O75469; P10275; Q14994; P37231; P07202"
"DB08799" "P35367"
"DB08801" "P08172; P35367"
"DB08804" "P10275; P11511; P27338; P21397"
"DB08809" "Q15118; O43708"
"DB08813" "P01100; P01106; P16109; P01008"
"DB08814" "P23219; P19838; P35228; Q9Y233; P02768"
"DB08815" "P08684; P14416; P28223; P34969; P08908; P18825; P08913"
"DB08816" "P08684; Q9H244; P08183; P10635; P11712"
"DB08818" "P16070; P05362; O75330; O14594; P13611; Q07021; P10915; Q96S86; Q86UW8; Q14520; Q6UX15; Q8WWQ8; P98066; Q9BZV3; Q5JVS0"
"DB08820" "P13569; P08684; P02768; P02763; P08183; P20815"
"DB08828" "Q99835; P11712; P08684; P08183; P10632; P33261; Q9UNQ0; P02768; P02763"
"DB08860" "Q9Y6L6; Q9NPD5; P16662; P35503; P11712; P10632; P04035; O94956; Q14973; Q9UNQ0; P08183; Q92887; P02768; P02763; O95342"
"DB08865" "P08684; P20815; P08183; Q9UM73; P08581; P20813; P08684; Q9HB55; P20815; P24462"
"DB08868" "P78329; Q9H228; Q9NYA1; P05181; Q9HCS2; Q13547"
"DB08877" "P23458; O60674; P08684"
"DB08881" "P02768; P02763; P05177; P10635; P08684; P15056; P33527; Q9UNQ0; P11712; P10632; P20813"
"DB08882" "P27487; P08684; P08183; O15245; O15244; O75751"
"DB08889" "P08183; P28074; P28065; P40306; P28062; P20618; P49721"
"DB08895" "P29597; P08684; P33261; O60674; P23458; P52333; P02768"
"DB08896" "P08684; O60656; P07949; P17948; P35968; P35916; P10721; P16234; P09619; P11362; P21802; Q02763; Q16832; P04629; P29317; P04049; P15056; P10632; P11712; P20813; Q15759; P42685; P00519; P08183; Q9UNQ0; P22309"
"DB08899" "P02768; P10632; P08684; P10275; P11712; P33261; P20813; P10635; P20815; P08183; P05543"
"DB08901" "P00519; P11274; P10721; P07949; Q02763; P36888; P08684; P10632; P10635; P20815; P08183; Q9UNQ0; P11362; P21802; P22607; P22455; P06239; P12931; P07948; P35968; P16234"
"DB08903" "P08684; P9WPS1"
"DB08907" "O60656; P06133; P08684; P31639; P08183; Q92887; P02763; Q9UNQ0"
"DB08908" "Q14145; Q04206"
"DB08911" "P10632; P08684; Q02750; P36507"
"DB08912" "P08684; P10632; P08183; Q9UNQ0; Q9Y6L6; Q9NPD5; Q4U2R8; Q8TCC7; P15056; P04049; P57059; Q8NG66; P53667; P20813; P11712"
"DB08916" "P00533; P04626; Q15303; P08183; Q9UNQ0"
"DB08932" "P08684; P33261; P25101; P24530; P02768"
"DB08934" "P08183; Q9UNQ0; O39930; P10619; Q6LAP9; P49773; P30085; P15531"
"DB08936" "P35367"
"DB08954" "Q05586; Q13224"
"DB08995" "P35869"
"DB09026" "P00797; P08684"
"DB09027" "Q5L478; P08183; Q9UNQ0"
"DB09031" "Q13393; P08183"
"DB09053" "Q06187; P08684; P20815; P02768; P02763; P19652; P10635"
"DB09054" "; Q9UNQ0; P08183; Q06278; P10632; P33261; P20813; P08684; Q9Y6L6; Q9NPD5; P20815; Q9HB55; P24462"
"DB09059" "P30559; P37288; P47901; P30518"
"DB09061" "P11712; P33261; P10635; P08684; P21554; P34972; P47775; P23415; P23415; P48167; O75311; Q14330; Q9Y2T6; P08908; P28223; P36544; P41143; P35372; P37231; P20815; P24752; F1T0I5; P04040; P23219; P35354; P24462; P04798; P05177; Q16678; F5GY58; O00519; P00390; P07203; P04035; P14902; P09917; P16050; Q02083; Q08257; Q6IQ20; P04054; P05093; P00441; P17405; P33527; Q9UNQ0; Q99808; Q8NER1; O43497; O95180; Q9P0X4; O75762; Q7Z2W7; Q9Y5S1; Q8NET8; Q9HBA0; P21796; P46098; P30542"
"DB09063" "Q9UM73; P08183; P11712; P08684"
"DB09064" "Q07869"
"DB09068" "P31645; P46098; P34969; P28222; P08908; P08588; ; P10635; P08684; P20815; P33261; P11712; P11509; P10632; P20813"
"DB09069" "P09110"
"DB09070" "P03372; P08842; P14060; P26439; P50225"
"DB09073" "P11802; Q00534; P08684; ; P08183; Q9UNQ0; P02768; O15245"
"DB09074" "P09874; P08684; P20813; Q9UGN5; Q9Y6F1; P20815; P08183; Q9UNQ0"
"DB09078" "P17948; P35968; P35916; P11362; P21802; P22607; P22455; ; P10721; P08183; Q9UNQ0; P08684; Q06278; P10632; P11712; P05177; P20813; P33261; Q4U2R8; Q8TCC7; O15244; Q9Y6L6; O95342; P10635"
"DB09085" "P21817; Q92736;"
"DB09086" "P03372; Q92731; P10275; Q8NET8"
"DB09089" "P35372; Q13936; Q01668; O60840; Q13698; Q02641; Q08289; P54284; O00305; Q12791; Q16558; Q9Y691; Q9NPA1; Q86W47; O15554; Q92952; Q9H2S1; Q9UGI6; O43497; O95180; Q9P0X4; P11229; P08172; P20309; P08173; P08684"
"DB09102" "; P20815; P08684; Q9HB55; P24462; P08183; Q9Y6L6; Q9NPD5; Q9UNQ0"
"DB09116" "P48448; P04040"
"DB09118" "P33261; P10635; P08684; P05177; P11712; P14867; P47869; P34903; P48169; P31644; Q16445; P18505; P47870; P28472; O14764; P78334; Q8N1C3; P18507; Q99928; O00591; Q9UN88; P00338; P07195"
"DB09119" "P33261; P08684; Q99571; P22309"
"DB09121" "Q08828; Q08462; O95622"
"DB09123" "P08684; P06401; P10275"
"DB09129" "P06213"
"DB09130" "P00441; P19801; P28300; O15431; P49281; P02768; P01023; P00450; O00244; Q04656; P35670; O14618; Q14061; P00395; P14679; P09172; P19021; P21397; P27338; P03950; P05067; Q9BQS7; P04156; P23526; P12259; P00451; Q14872; P0DM35; P04731; P07438; P04732; P04733; P13640; P80294; Q93083; Q8N339; P80297; P02795; P25713; P47944; A1L3X4; Q9Y4I5; O15432; P62807; P04406; P15531; P10412; Q06830; P05109; P08865; P63261; P06733; P68104; P05787; P07237; P30101; P10809; P48723; P11021; P14625; P02787; Q08288; P15880; Q07955; P22626; P31943; P31942; P61987; P14866; P23246; Q15428; P63244; P12814; Q03154; P09525; P08758; P27797; P14618; P14550; P00387; P00390; P29401; P32119; P30041; P62937; P11142; P07900; Q15185; P31948; Q96RE1; P56537; P60842; P06744; P00338; P00558; Q13748; P07437; P23528; P31946; P17174; P48637; P51858; P50213; O00299; Q06323; P30086; P18669; P43487; O60701; P61769; O75880; F7VJQ1; P23415; P42858; Q96FI4; Q969S2; Q6MZM0; P05121; P29034; P26447; P37840; P23560; Q99497; P10997; Q9UHF0; P04217; P43652; P01019; P02765; P02743; P02647; P02652; P06727; Q0VD83; P02655; P02656; P05090; P02649; P02749; P25311; P02747; P09871; P01024; P0C0L5; P04003; P01031; P07358; P02748; P08603; P05156; P05452; P10909; P00734; Q07021; P06396; P69905; P68871; P45973; P00739; P35858; P01857; P01861; P01619; P15814; P19823; P01042; P04264; P13645; P35908; P35527; P02750; P51884; Q96PD5; P00747; P27169; P02775; P01009; P29622; P08185; P05543; P01008; P05546; P36955; P08697; P05155; P02766; P04004; P51693"
"DB09140" "Q9Y5S8; P00395; P69905; P68871"
"DB09146" "P69905; P02787"
"DB09167" "P08908; P28223; P10635; P05177; P33261; P11712; P35367; P11229; P08172; P20309; P08173; P08912; P23975; P31645; P35348; P35368; P25100; P08913; P18089; P18825"
"DB09183" "P87764; P10632; P08684; P10635; ; Q9UNQ0; Q2M3G0; P08183"
"DB09185" "P23975; P05177"
"DB09205" "P06276; P08684; Q9HB55; P20815; P24462; P35348; P35368; P25100; P08913; P18089; P18825"
"DB09214" "P23219; P35354"
"DB09216" "P23219; P35354; P08684"
"DB09220" "O60706"
"DB09225" "P21728; P21918; P14416; P28223; P50406; P34969; P23975; P31645; P05177; P08684"
"DB09236" "P08684; P02768; P02763; Q13936; Q01668; O60840; Q13698; Q02641; Q08289; P54284; O00305"
"DB09238" "Q13936; Q01668; O60840; Q13698; Q02641; Q08289; P54284; O00305; O43497; O95180; Q9P0X4; P11712; P10635; P04798; P20813; P33261; P08684"
"DB09241" "P33402; P29475"
"DB09242" "Q9Y2I1; P08913"
"DB09256" "P11509; P04818; P05177; P10632; P05181; P20815; P05543"
"DB09257" "Q12882"
"DB09270" "P56181; P31040; P01130; P98155; P08183; P04035"
"DB09272" "P35372; P41143; P41145; Q9Y6L6; Q92887; Q8TCC7"
"DB09282" "P33402; O76074"
"DB09296" "Q5L478; P10632; P08183; ; Q9UNQ0"
"DB09297" "B0B3C9; P08684; P20815; Q9UNQ0; P08183; Q9Y6L6; Q9NPD5"
"DB09300" "P20309; P08172"
"DB09324" "P00807"
"DB09330" "P00533; P08183; Q9UNQ0; P08684; P05177"
"DB09369" "P03372"
"DB09418" "Q92911; P02768"
"DB09422" "Q07869"
"DB09462" "O60760; P37700; P09211; Q9NZK7; Q9NPH2; P13632; P00325; Q14643; P09466; P17050; Q52369; Q93PP9; P37173; P0A6E4; Q8GR70; P84077; P52477; O43252; P06988; P23367; P0AER0; P69924; P17802; O14717; P05181; P00352; Q03181"
"DB09477" "P12821; P46663"
"DB09488" "P35367"
"DB09526" "P14679; P02768"
"DB11081" "P00367"
"DB11094" "P11473; P02774; Q6VVX0; O15528; P08684"
"DB11130" "P41143; P41145; P35372; P02768; P61769; P10635; P08684"
"DB11133" "P37231; P35354; P09917; Q07869; P36956"
"DB11136" "P02787; P00167"
"DB11155" "Q6GI75; P04798; Q16678"
"DB11157" "P35908; Q9UQF2; Q99456"
"DB11181" "P23141; P11229; P08172; P20309; P08173; P08912"
"DB11251" "; P78329; P08684; P98155; P01130; P49638; Q9UDX3; O76054; Q9UDX4; Q0VD83; Q8WTV0; P08183"
"DB11273" "P08908; P28222; P28221; P28566; P30939; P28223; P41595; P28335; P46098; O95264; Q8WXA8; Q70Z44; A5X5Y0; Q13639; P50406; P34969; P08588; P07550; P13945; P35348; P35368; P25100; P08913; P18089; P18825; P08684"
"DB11359" "P02768"
"DB11363" "Q9UM73; Q9UNQ0; P08183"
"DB11577" "P35869; P35348; P35368; P25100; P08913; P18089; P18825"
"DB11581" "P10415; P08684; P08183; Q9UNQ0; Q9Y6L6"
"DB11588" "P02144;"
"DB11635" "P08183; P78329; P49638; Q8WTV0; Q9UHC9; Q9H222; Q9H221; O95477; Q9UDX3; O76054; Q9UDX4; Q0VD83; P08684"
"DB11640" "P18440; P11245; Q09470"
"DB11641" "Q2M3G0; P08183; P02768; ; P02763; P19652; P08684; P07437"
"DB11642" "Q9Y5N1; P08684; P10635; P05177; P20813; O15245; Q12809"
"DB11672" "P37231; P11473; O15440; P16152; P09211; P11712; P08684; P20813; P05177; P10635; P08263; P09488; P08183"
"DB11699" "P46098"
"DB11738" "P08913"
"DB11753" "P08684; P33261; P20813; P10632; P11712; P10635; P46721; Q9Y6L6; Q9NPD5; Q92959; O94956; P02768; P0A8V2; P0A7Z4; P0A8T7; Q96FL8; P05177; P08183"
"DB11817" "Q8TCC7; Q9UNQ0; Q86VL8; P08684; P23458; O60674; Q4U2R8; O15244; Q9NPD5; Q14289; P52333"
"DB11827" "O60656; P16662; P31639; P08183; Q9UNQ0; P02768; P22309; P22310"
"DB11828" "P08684; P31513; P08183; P00533; P02768; P02763; P19652"
"DB11901" "P10275; P08684; P10632; P33261; P11712; P08183; Q9UNQ0; Q9Y6L6; O15244; Q8TCC7; Q86VL8; P14867; P47869; P34903; P48169; P31644; Q16445; P18505; P47870; P28472; O14764; P78334; Q8N1C3; P18507; Q99928; O00591; Q9UN88"
"DB11979" "P30968; P08684; Q9HB55; P20815; P24462; P10635; P10632; P08183; Q9Y6L6"
"DB11994" "Q13133; P55055; ; P09917; P05177; P08684; Q9HB55; P20815; P24462; P05181; P11712; P10635"
"DB12001" "Q96FL8; Q86VL8; P11802; Q00534; P02768; P02763; P19652; P08684; P00480; P08183; Q9UNQ0"
"DB12153" "A0A0H2UQB5"
"DB12278" "P11229; P08172; P20309; P08173; P08912; Q13936; P35348; P08684; Q01740; P31513; Q14097"
"DB12328" "P35869;"
"DB12332" "P09874; Q9UGN5; Q9Y6F1; P10635; P05177; P08684; P08183; Q9UNQ0; Q96FL8; Q86VL8; O15245; O15439; Q9Y6L6; Q9NPD5; Q4U2R8; Q8TCC7; P20815; P24462; Q9HB55; P33261; P11712; P10632; P22309"
"DB12371" "Q9H228; P21453; P08684; P11712"
"DB12455" "P08183; P0A7V3; P02359; P0A7W7; P0A7U3; P0AG59; ; P02768"
"DB12783" "P20711"
"DB12789" "Q9Y5Y4"
"DB12965" "Q14872; P0DM35; P04731; P07438; P04732; P04733; P13640; P80294; Q93083; Q8N339; P80297; P02795; P25713; P47944; A1L3X4; Q9Y4I5; P00450; P02768; P01023"
"DB13155" "O94925; P10275"
"DB13167" "P35354"
"DB13200" "Q99062"
"DB13345" "P08908; P28222; P28221; P28566; P30939; P28223; P41595; P28335; P46098; O95264; Q8WXA8; Q70Z44; A5X5Y0; Q13639; P50406; P34969; P08588; P07550; P13945; P35348; P35368; P25100; P08913; P18089; P18825; P21728; P21918; P14416; P35462; P21917; O95342; P08684"
"DB13751" "P28845; P17516; P42330; P52895; P01375; P42574; Q00653; P19838; P06858; P02768; O95342"
"DB13867" "P08684; P10632; P08183; Q9Y6L6; P04150; P08185; P20815; P24462; P06401; P47712; P08235"
"DB13872" "P47869; P18507; P34903; P31644; P14867"
"DB13944" "P10275; P08684; P11511; P21397; P05108; P02768; P04278; P20815; P24462; P46721; Q8TCC7; Q9Y694; P08183; Q14973; O75751; Q9H015; Q9UNQ0; P04798; Q16678; Q16696; P20813; P33261; P10632; P11712; Q9HB55; P03372; P08235; P18405; P31213; Q9H8P0"
"DB13946" "P10275; P08684; P11511; P21397; P05108; P02768; P04278; P20815; P24462; P46721; Q8TCC7; Q9Y694; P08183; Q14973; Q9H015; Q9UNQ0; P04798; Q16678; Q16696; P20813; P33261; P10632; P11712; Q9HB55; P03372; P08235; P18405; P31213; Q9H8P0; O15244; Q96FL8; Q9NPD5; P13584"
"DB13953" "P03372; O75469; P04278; Q92731; P05177; P22309; P02768; P12104; P08684; P20815; P24462; O15244; O15245; O75751; O94956; P46721; Q5T3U5; Q9NSA0; Q9UNQ0; Q9Y6L6; P08183; P04798; Q16678; P33261; P10632; P11712; Q8TCC7; Q9NPD5; Q9NYB5; Q96BD0; P43681; Q15596; Q99527; P00846; Q14457; P37059; P62508"
"DB13956" "P03372; O75469; P04278; Q92731; P05177; P22309; P02768; P12104; P08684; P20815; P24462; O15244; O15245; O75751; O94956; P46721; Q5T3U5; Q9NSA0; Q9UNQ0; Q9Y6L6; P08183; P04798; Q16678; P33261; P10632; P11712; Q8TCC7; Q9NPD5; Q9NYB5; Q96BD0; P43681; Q15596; Q99527; P00846; Q14457; P37059; P62508"
"DB13961" "Q96PD7; P35354; Q5NUL3; Q13936; Q01668; O60840; Q13698; Q02641; Q08289; P54284; O00305; ; Q00653; P19838; P36956; Q07869; P37231; Q03181; P08684"
"DB14001" "Q9UDX3; Q9UDX4; O76054; O75469; P05771; P09917; P17252; P23743; P62714; P67775; P49638; P09210; P09211; P78417; P21266; P48506; P15559; P09601; P00441;"
"DB14003" "P78329; P08684; ; P49638; Q9UDX3; O76054; Q9UDX4; Q0VD83; Q8WTV0; P08183; P98155; P01130"
"DB14007" "; P01009"
"DB14490" "P02786; Q9GZT9; Q9BY41; Q9NZD4; P69905; Q16595; P02794; P39748; Q96FI4; Q969S2; P06746; P00450; P02787"
"DB14507" "O14732; P29218; P49841; P42263"
"DB14509" "O14732; P29218; P49841; P42263; P37088; P51168; P51170"
"DB14512" "P04150; P10632; P06401; P08684"
"DB14533" "P46663; P16455; P04075; P68104; P06733; O14556; P15531; P07237; P30101; Q06830; P78330; P60174; P49411; P03372; P08700; P02795; O14618; Q13547; P56524; P29372; P04279; P00441; Q9BY41; O15304; P23415; Q00987; P01308; P46939; P45381; P05109; P06702; P14780; O15350; P29034; P04637; P25713; O75340; Q8N907; P04731; P04217; P01023; P01019; P02765; P02743; P02647; P02652; P06727; Q0VD83; P02649; O14791; P02746; P02747; P00736; P09871; P01024; P0C0L5; P04003; P20851; P01031; P46736; P07357; P07358; P07360; P00751; P08603; P05156; P10909; P00450; P15169; P22792; P81605; P15924; P00748; P05160; P00734; O75636; P02671; P02751; P06396; P69905; P68871; P00739; Q86YZ3; P35858; P01876; P01871; P01599; P01619; P80748; P19827; P19823; Q06033; Q14624; P01591; P14923; P03952; P01042; P04264; P13645; P02533; P08779; P35908; P13647; P02538; P35527; P19652; Q96PD5; P27169; P20742; P31151; P49908; P01009; P01011; P29622; P08185; P05546; P04278; P02787; P02766; P04004; P51693; Q06481; P05067; P09874; P00915; P16870; P00326; P14735"
"DB14539" "P04083; P04150; P04278; P08684; P20815; P24462; P08183; P46721; Q9UNQ0; P15538; P19099; P10632; P08185; P80365; P14060; Q8TCC7"
"DB14540" "P04083; P04150; P04278; P08684; P20815; P24462; P08183; P46721; Q9UNQ0; P15538; P19099; P10632; P08185; P80365; P14060; Q8TCC7"
"DB14596" "P04150; P08684; P27169"
"DB14642" "P37288; P30518; P47901; Q92887"
